회사명,행정기관명,설립구분명,용지면적(㎡),건축면적(㎡),종업원수,공장규모구분명,공장등록일,용도지역명,지목명,업종명,업종코드,생산품정보,전화번호,정제우편번호,정제도로명주소,정제지번주소,위도,경도
고려제화,경기도 성남시,일반,447.3,272.4,30,소기업,20140721,도시지역 / 상업지역 / 근린상업지역,대,구두류 제조업,15211,남성화,031-746-1125,13397,경기도 성남시 중원구 희망로 364,경기도 성남시 중원구 상대원동 2996-33번지 지하,37.43821052,127.1585126
꽃예술디자인센타,경기도 성남시,일반,0,95,10,소기업,20020227,도시지역 / 주거지역 / 준주거지역,대,전시용 모형 제조업,33932,꽂조화분재,031-731-3959,13228,경기도 성남시 중원구 박석로 6,경기도 성남시 중원구 상대원동 1125-9번지,37.43337375,127.1660853
동훈상사,경기도 성남시,일반,268.99,259.07,20,소기업,20040514,도시지역 / 주거지역 / 준주거지역,대,편조의복 제조업 외 6 종,"14111, 14112, 14191, 14192, 14199, 14300, 14499",의류,031-748-8292,13395,경기도 성남시 중원구 금상로 49,경기도 성남시 중원구 상대원동 2992-11번지,37.43989631,127.1617267
본터실업,경기도 성남시,일반,0,185,25,소기업,19960112,도시지역 / 주거지역 / 준주거지역,대,"근무복, 작업복 및 유사의복 제조업 외 2 종","14111, 14112, 14192",의류,031-732-2330,13402,경기도 성남시 중원구 희망로 311,경기도 성남시 중원구 상대원동 5430-4번지 금풍빌딩,37.43384979,127.1591767
삼성스포츠,경기도 성남시,일반,176.27,167.37,13,소기업,20141006,도시지역 / 주거지역 / 준주거지역,대,셔츠 및 블라우스 제조업 외 5 종,"14111, 14112, 14191, 14192, 14199, 14300","스포츠웨어, 근무복",031-742-7819,13396,경기도 성남시 중원구 금상로 35,경기도 성남시 중원구 상대원동 2993-16번지 3층,37.43895595,127.1607022
성지유니포스(주),경기도 성남시,일반,246.1,196.88,18,소기업,20050418,도시지역 / 주거지역 / 제2종일반주거지역,대,"근무복, 작업복 및 유사의복 제조업 외 2 종","14111, 14112, 14192",단체복,031-735-8383,13397,경기도 성남시 중원구 희망로 362,경기도 성남시 중원구 상대원동 2996-34번지 성지빌딩,37.43803903,127.1584343
수경자수,경기도 성남시,일반,100,100,8,소기업,19980610,도시지역 / 주거지역 / 제2종일반주거지역,대,스타킹 및 기타 양말 제조업,14411,양말,031-749-6937,13228,경기도 성남시 중원구 박석로25번길 1,경기도 성남시 중원구 상대원동 1381-4번지,37.43503143,127.165784
여정섬유,경기도 성남시,일반,0,152.76,1,소기업,20110923,도시지역 / 주거지역 / 준주거지역,대,편조의복 제조업 외 1 종,"14300, 14419",니트의류, ,13226,경기도 성남시 중원구 둔촌대로 409-1,경기도 성남시 중원구 상대원동 1723번지 지층,37.43337259,127.1625021
우선어패럴,경기도 성남시,일반,214.88,204.88,0,소기업,20040318,도시지역 / 주거지역 / 제2종일반주거지역,대,셔츠 및 블라우스 제조업 외 3 종,"14111, 14112, 14191, 14192",잠바,031-747-5840,13395,경기도 성남시 중원구 희망로400번길 10-1,경기도 성남시 중원구 상대원동 2990-1번지,37.4410934,127.1611222
정우상사,경기도 성남시,일반,0,95.19,4,소기업,20170928,도시지역 / 주거지역 / 제2종일반주거지역,대,가발 및 유사 제품 제조업,33931,가발,031-744-5318,13213,경기도 성남시 중원구 순환로130번길 19,경기도 성남시 중원구 상대원동 380-1번지 천수빌라 1층,37.43616396,127.1809374
조은어페럴,경기도 성남시,일반,0,333,38,소기업,19971002,도시지역 / 주거지역 / 준주거지역,대,여자용 겉옷 제조업,14112,여성정장,31,13397,경기도 성남시 중원구 금상로 11,경기도 성남시 중원구 상대원동 2999-4번지,37.43736451,127.1589573
태름실업,경기도 성남시,일반,148.74,113.74,11,소기업,20100723,도시지역 / 상업지역 / 근린상업지역,대,기타 편조의복 액세서리 제조업,14419,수영복,031-735-0258,13240,경기도 성남시 중원구 희망로344번길 13,경기도 성남시 중원구 상대원동 2982-8번지,37.43655452,127.1593905
한국종합식품,경기도 성남시,일반,44,44,4,소기업,20000224,도시지역 / 주거지역 / 제2종일반주거지역,대,천연 및 혼합조제 조미료 제조업,10742,조미식품,031-731-7469,13402,경기도 성남시 중원구 둔촌대로371번길 11-1,경기도 성남시 중원구 상대원동 5359번지,37.43391841,127.1579669
주식회사 피플앤드테크놀러지,경기도 성남시,창업,73,49,4,소기업,20230509,도시지역 / 상업지역 / 근린상업지역,대,방송장비 제조업,26421,영상감시장치,070-8650-3600,13105,경기도 성남시 수정구 청계산로 686,경기도 성남시 수정구 고등동 603번지 3층 306호,37.42727109,127.0939687
큐린스,경기도 성남시,창업,47.04,47.04,4,소기업,20230725,도시지역 / 주거지역 / 준주거지역,대,"전자기 측정, 시험 및 분석기구 제조업",27212,"배터리 충방전기, 연료전기 평가장비 등",070-8730-2141,13105,경기도 성남시 수정구 고등로 3,경기도 성남시 수정구 고등동 572번지 현대지식산업센터 성남고등 A동동 A-7-32호,37.42891059,127.0936773
주식회사 엠투엠테크,경기도 성남시,일반,6809,10,11,소기업,20210716,도시지역 / 상업지역 / 근린상업지역,"대, 대",유선 통신장비 제조업,26410,ELSA Gateway,031-5182-9070,13105,경기도 성남시 수정구 청계산로 686,경기도 성남시 수정구 고등동 603번지 1동 5층 533호 외 1필지,37.42727109,127.0939687
(주)디엠시스템엔지니어링,경기도 성남시,창업,79.68,29.68,4,소기업,20221006,도시지역 / 주거지역 / 제1종일반주거지역,학교용지,기타 조명장치 제조업,28429,비상유도등,031-524-9895,13174,경기도 성남시 중원구 광명로 377,경기도 성남시 중원구 금광동 2685번지 신구대학 창업관 410호,37.44884585,127.1677011
(주)이노퀘스트,경기도 성남시,일반,94,14,2,소기업,20200116,도시지역 / 주거지역 / 제1종일반주거지역,"학교용지, 학교용지","레이더, 항행용 무선기기 및 측량기구 제조업",27211,기상관측장비,070-4413-0670,13174,경기도 성남시 중원구 광명로 377,경기도 성남시 중원구 금광동 2685번지 외 1필지 신구대학교 507호,37.44884585,127.1677011
SC전자,경기도 성남시,일반,239.9,200.3,24,소기업,19991020,도시지역 / 주거지역 / 제2종일반주거지역,대,기타 음향기기 제조업,26529,스피커부품,031-734-0321,13197,경기도 성남시 중원구 희망로400번길 52,경기도 성남시 중원구 금광동 690번지,37.44276334,127.1651278
네이처홈즈,경기도 성남시,일반,0,46.96,2,소기업,20211109,도시지역 / 상업지역 / 근린상업지역,대,침구 및 관련제품 제조업 외 1 종,"13221, 15219","방석, 슬리퍼",031-745-7478,13178,경기도 성남시 중원구 광명로323번길 13,경기도 성남시 중원구 금광동 3854번지 B1호,37.44630342,127.1611552
대한어패럴,경기도 성남시,일반,253.6,244.6,21,소기업,20030920,도시지역 / 상업지역 / 근린상업지역,대,"근무복, 작업복 및 유사의복 제조업 외 2 종","14111, 14112, 14192",골프자켓,031-745-7985,13181,경기도 성남시 중원구 광명로 318,경기도 성남시 중원구 금광동 357번지,37.44488887,127.1613651
부성섬유,경기도 성남시,일반,159,139,13,소기업,19991201,도시지역 / 주거지역 / 제1종일반주거지역,대,유아용 의복 제조업,14194,쉐타,031-744-7472,13175,경기도 성남시 중원구 광명로395번길 1,경기도 성남시 중원구 금광동 2661번지,37.44758054,127.1697077
삼창섬유,경기도 성남시,일반,161,161,2,소기업,19980101,도시지역 / 주거지역 / 준주거지역,대,편조의복 제조업,14300,쉐타,031-749-2979,13176,경기도 성남시 중원구 광명로367번길 7,경기도 성남시 중원구 금광동 3091번지,37.4471382,127.1662615
상일전자,경기도 성남시,일반,77,77,7,소기업,19980101,도시지역 / 주거지역 / 제3종일반주거지역,대,전구 및 램프 제조업,28410,전구,031-734-2516,13168,경기도 성남시 중원구 산성대로444번길 15,경기도 성남시 중원구 금광동 4035번지,37.45088349,127.1615416
승진섬유,경기도 성남시,일반,230,212,19,소기업,20000107,도시지역 / 주거지역 / 준주거지역,대,편조의복 제조업,14300,쉐타,031-742-6419,13178,경기도 성남시 중원구 광명로 313,경기도 성남시 중원구 금광동 3709번지 이화빌딩,37.44513937,127.1607082
아이보리상사,경기도 성남시,일반,33,33,17,소기업,19990417,도시지역 / 주거지역 / 준주거지역,대,"근무복, 작업복 및 유사의복 제조업 외 2 종","14111, 14112, 14192",의류,031-742-9807,13181,경기도 성남시 중원구 광명로 314,경기도 성남시 중원구 금광동 355번지,37.44477954,127.1609586
웰메이드 커뮤니케이션즈,경기도 성남시,일반,79.33,52.81,2,소기업,20140530,도시지역 / 주거지역 / 제1종일반주거지역,학교용지,일반용 전기 조명장치 제조업 외 1 종,"28422, 28423","LED조명, 광고용조명장치",031-609-5594,13174,경기도 성남시 중원구 광명로 377,경기도 성남시 중원구 금광동 2685번지 신구대학교 창업보육센터 510호,37.44884585,127.1677011
(주)라디온테크,경기도 성남시,일반,36.36,36.36,1,소기업,20130723,도시지역 / 녹지지역 / 자연녹지지역,대,방사선 장치 제조업,27111,의료영상전송저장장치,031-781-3676,13135,경기도 성남시 수정구 산성대로 553,경기도 성남시 수정구 양지동 212번지 을지대학교 을지관 614호,37.46098009,127.1651484
(주)엔코스,경기도 성남시,일반,86.8,86.8,1,소기업,20060614,도시지역 / 녹지지역 / 자연녹지지역,학교용지,의료용품 및 기타 의약 관련제품 제조업,21300,"정형외과용 루프, 안과용 스폰지",031-744-4706,13135,경기도 성남시 수정구 산성대로 553,경기도 성남시 수정구 양지동 212번지 서울보건대학창업보육센터 604호,37.46098009,127.1651484
신일광고기획(주),경기도 성남시,창업,90,80,5,소기업,20031128,도시지역 / 주거지역 / 제2종일반주거지역,대,간판 및 광고물 제조업,33910,"간판,실사현수막",031-743-4009,13140,경기도 성남시 수정구 양지로 32,경기도 성남시 수정구 양지동 592번지 진우,37.45743931,127.162541
제일산업,경기도 성남시,일반,0,172,10,소기업,19930323, / 도시지역 / 주거지역,대,가방 및 기타 보호용 케이스 제조업,15129,가방,031-745-4308,13134,경기도 성남시 수정구 산성대로 593,경기도 성남시 수정구 양지동 28-2번지,37.46271159,127.1686574
(주)선유,경기도 성남시,일반,62.49,118.44,3,소기업,20151026,도시지역 / 주거지역 / 준주거지역,대,기타 직물제품 제조업 외 11 종,"13229, 14111, 14112, 14191, 14192, 14199, 14419, 14499, 15121, 15129, 25995, 25999","의류, 가방 외",031-757-1884,13113,경기도 성남시 수정구 헌릉로890번길 23,경기도 성남시 수정구 복정동 631-1번지 지층,37.46750825,127.1296557
(주)피앤엠리더스,경기도 성남시,일반,143.36,72,5,소기업,20110413,도시지역 / 주거지역 / 준주거지역,대,셔츠 및 블라우스 제조업 외 9 종,"14111, 14112, 14191, 14192, 14193, 14199, 14300, 14419, 14491, 14499",의류,031-755-2381,13112,경기도 성남시 수정구 복정로 127-1,경기도 성남시 수정구 복정동 645-6번지 한석빌딩 2층,37.46451595,127.1268661
비티랩,경기도 성남시,일반,28,28,1,소기업,20170519,도시지역 / 주거지역 / 제2종일반주거지역,대,그 외 기타 분류 안된 화학제품 제조업 외 1 종,"20495, 20499",실험실용시약,031-756-1550,13112,경기도 성남시 수정구 복정로84번길 5-3,경기도 성남시 수정구 복정동 678-10번지 103호,37.46083045,127.1272123
아로마리즈(주),경기도 성남시,일반,0,167.78,6,소기업,20160609,도시지역 / 주거지역 / 준주거지역,대,화장품 제조업,20423,화장품,031-756-9308,13112,경기도 성남시 수정구 복정로 127-1,경기도 성남시 수정구 복정동 645-6번지 지하1층,37.46451595,127.1268661
주식회사 민들레,경기도 성남시,창업,101.7,66.6,3,소기업,20231012,도시지역 / 주거지역 / 제1종일반주거지역,학교용지,농업 및 임업용 기계 제조업,29210,복합환경제어기, ,13120,경기도 성남시 수정구 성남대로 1342,경기도 성남시 수정구 복정동 620-2번지 가천대학교 반도체대학 창업보육센터 비206호,37.44964379,127.1269965
콜른코리아,경기도 성남시,일반,48,12,2,소기업,20211111,도시지역 / 주거지역 / 제1종일반주거지역,학교용지,기타 가정용 전기기기 제조업,28519,가정용 미용기기,070-4351-1474,13117,경기도 성남시 수정구 복정로 76,경기도 성남시 수정구 복정동 산42번지 동서울대학 5호관 창업보육센터 5412호,37.45977386,127.1294451
(주)이일엔지니어링,경기도 성남시,일반,95.94,37.84,3,소기업,20230322,도시지역 / 상업지역 / 일반상업지역,대,배전반 및 전기 자동제어반 제조업 외 1 종,"28119, 28123","배전반 및 전기자동제어반, 기타 전기 변화장치 제조업",02-455-0021,13646,경기도 성남시 수정구 위례광장로 19,경기도 성남시 수정구 창곡동 562번지 아이페리온 903호,37.4656757,127.1404302
제이앤디전자(주),경기도 성남시,일반,381.36,250,24,소기업,20210310,도시지역 / 상업지역 / 일반상업지역,대,기타 전기 변환장치 제조업,28119,전류센서 및 전압센서,031-577-2280,13640,경기도 성남시 수정구 위례광장로 300,"경기도 성남시 수정구 창곡동 509번지 창곡동 509번지 중앙타워 1111호, 1112호",37.47347937,127.1426886
(주)극동무공 제2공장,경기도 성남시,창업,125.79,125.79,3,소기업,20210723,도시지역 / 주거지역 / 준주거지역,대,배전반 및 전기 자동제어반 제조업,28123,제어판넬 및 배전반,02-754-0308,13105,경기도 성남시 수정구 고등로 3,경기도 성남시 수정구 고등동 572번지 현대지식산업센터 성남고등 603호,37.42891059,127.0936773
